sentence,relation,enhanced_sentence,label_id
"<e1>Pomegranate</e1> <e2>juice</e2> has anti-inflammatory effects and high levels of anti-oxidants, which are believed to protect the body from free-radical damage.",9,"<e1>Pomegranate</e1> <e2>juice</e2> has anti-inflammatory effects and high levels of anti-oxidants, which are believed to protect the body from free-radical damage. [SEP] Pomegranate: shrub or small tree native to southwestern Asia having large red many-seeded fruit [KG: No data] [SEP] juice: the liquid part that can be extracted from plant or animal tissue by squeezing or cooking [KG: http://www.wikidata.org/prop/direct/P279: juice; http://www.wikidata.org/prop/direct/P1889: juice; http://www.wikidata.org/prop/direct/P1889: juice]",9
The <e1>artist</e1> made the <e2>picture</e2> when he was a fourth grade student in Iowa City.,17,The <e1>artist</e1> made the <e2>picture</e2> when he was a fourth grade student in Iowa City. [SEP] artist: a person whose creative work shows sensitivity and imagination [KG: http://www.wikidata.org/prop/direct/P279: artist] [SEP] picture: a visual representation (of an object or scene or person or abstraction) produced on a surface [KG: No data],17
"Dr. Aimee Rose, a member of the <e1>team</e1> who made the <e2>discovery</e2>, predicts it will save many lives, both military and civilian.",18,"Dr. Aimee Rose, a member of the <e1>team</e1> who made the <e2>discovery</e2>, predicts it will save many lives, both military and civilian. [SEP] team: a cooperative unit (especially in sports) [KG: No data] [SEP] discovery: the act of discovering something [KG: No data]",18
"Furthermore, <e1>control</e1> over agricultural <e2>research</e2>, production, distribution and practice is shifting from public institutions to private corporations, which are profit driven and are not motivated by humanitarian concerns.",18,"Furthermore, <e1>control</e1> over agricultural <e2>research</e2>, production, distribution and practice is shifting from public institutions to private corporations, which are profit driven and are not motivated by humanitarian concerns. [SEP] control: power to direct or determine [KG: http://www.wikidata.org/prop/direct/P279: control; http://www.wikidata.org/prop/direct/P279: control] [SEP] research: systematic investigation to establish facts [KG: No data]",18
"He described the meeting with her as an exception, since he normally has meetings directly with <e1>engineers</e1> from the <e2>regions</e2>.",8,"He described the meeting with her as an exception, since he normally has meetings directly with <e1>engineers</e1> from the <e2>regions</e2>. [SEP] engineers: a person who uses scientific knowledge to solve practical problems [KG: No data] [SEP] regions: the extended spatial location of something [KG: No data]",8
"In a conventional, steam turbine-only power plant, the <e1>heat</e1> required to produce the steam comes from a <e2>boiler</e2>.",1,"In a conventional, steam turbine-only power plant, the <e1>heat</e1> required to produce the steam comes from a <e2>boiler</e2>. [SEP] heat: a form of energy that is transferred by a difference in temperature [KG: No data] [SEP] boiler: sealed vessel where water is converted to steam [KG: No data]",1
The <e1>list</e1> contained <e2>books</e2> of various genres and reading and interest levels.,13,The <e1>list</e1> contained <e2>books</e2> of various genres and reading and interest levels. [SEP] list: a database containing an ordered array of items (names or topics) [KG: http://www.wikidata.org/prop/direct/P1889: list; http://www.wikidata.org/prop/direct/P1889: list] [SEP] books: a written work or composition that has been published (printed on pages bound together) [KG: No data],13
A large <e1>rig</e1> combines a <e2>trampoline system</e2> with a bungee cord system.,3,A large <e1>rig</e1> combines a <e2>trampoline system</e2> with a bungee cord system. [SEP] rig: gear (including necessary machinery) for a particular enterprise [KG: No data] [SEP] trampoline system: N/A [KG: No data],3
"Now in its 56th year, this unique folkloric <e1>dance</e1> <e2>company</e2> continues to collect, perform and preserve authentic traditional Hungarian music and dance.",16,"Now in its 56th year, this unique folkloric <e1>dance</e1> <e2>company</e2> continues to collect, perform and preserve authentic traditional Hungarian music and dance. [SEP] dance: an artistic form of nonverbal communication [KG: http://www.wikidata.org/prop/direct/P1535: dance; http://www.wikidata.org/prop/direct/P2283: dance] [SEP] company: an institution created to conduct business [KG: http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company; http://www.wikidata.org/prop/direct/P8030: company; http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company]",16
"The burning <e1>fuel</e1> produces exhaust <e2>gases</e2>, which, when forced out the nozzle, produce thrust, moving the rocket in the other direction.",9,"The burning <e1>fuel</e1> produces exhaust <e2>gases</e2>, which, when forced out the nozzle, produce thrust, moving the rocket in the other direction. [SEP] fuel: a substance that can be consumed to produce energy [KG: No data] [SEP] gases: the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container [KG: No data]",9
"In converting a tree into thick planks, the <e1>saw</e1> causes a <e2>waste</e2> of a very small fractional part.",18,"In converting a tree into thick planks, the <e1>saw</e1> causes a <e2>waste</e2> of a very small fractional part. [SEP] saw: a condensed but memorable saying embodying some important fact of experience that is taken as true by many people [KG: http://www.wikidata.org/prop/direct/P180: saw] [SEP] waste: any materials unused and rejected as worthless or unwanted [KG: http://www.wikidata.org/prop/direct/P31: waste]",18
"Until recently patient record was represented by <e1>documents</e1> in paper kept in a variety of <e2>formats</e2>, different contents, and places.",18,"Until recently patient record was represented by <e1>documents</e1> in paper kept in a variety of <e2>formats</e2>, different contents, and places. [SEP] documents: writing that provides information (especially information of an official nature) [KG: No data] [SEP] formats: the organization of information according to preset specifications (usually for computer processing) [KG: No data]",18
The book is about how the <e1>bomb</e1> was used in <e2>diplomacy</e2>.,10,The book is about how the <e1>bomb</e1> was used in <e2>diplomacy</e2>. [SEP] bomb: an explosive device fused to explode under specific conditions [KG: http://www.wikidata.org/prop/direct/P180: bomb] [SEP] diplomacy: negotiation between nations [KG: No data],10
The <e1>display table</e1> contained <e2>books</e2> and posters for visitors to browse.,18,The <e1>display table</e1> contained <e2>books</e2> and posters for visitors to browse. [SEP] display table: N/A [KG: No data] [SEP] books: a written work or composition that has been published (printed on pages bound together) [KG: No data],18
"After several years of self-observation, Alexander began to teach his method of conscious <e1>inhibition</e1> through manual facilitated <e2>movement</e2>.",1,"After several years of self-observation, Alexander began to teach his method of conscious <e1>inhibition</e1> through manual facilitated <e2>movement</e2>. [SEP] inhibition: (psychology) the conscious exclusion of unacceptable thoughts or desires [KG: No data] [SEP] movement: a change of position that does not entail a change of location [KG: No data]",1
The <e1>spammer</e1> writes a simple <e2>bot</e2> that goes to your site and hits the registration page.,17,The <e1>spammer</e1> writes a simple <e2>bot</e2> that goes to your site and hits the registration page. [SEP] spammer: someone who sends unwanted email (often in bulk) [KG: No data] [SEP] bot: botfly larva; typically develops inside the body of a horse or sheep or human [KG: No data],17
"As the molten metal cools, it hardens and assumes the <e1>shape</e1> created by the mold's <e2>cavity</e2>.",1,"As the molten metal cools, it hardens and assumes the <e1>shape</e1> created by the mold's <e2>cavity</e2>. [SEP] shape: any spatial attributes (especially as defined by outline) [KG: http://www.wikidata.org/prop/direct/P1629: shape; http://www.wikidata.org/prop/direct/P1687: shape; http://www.wikidata.org/prop/direct/P279: shape] [SEP] cavity: a sizeable hole (usually in the ground) [KG: No data]",1
"In particular, we work on devices that take the <e1>signal</e1> that is carried in a <e2>beam</e2> of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber.",18,"In particular, we work on devices that take the <e1>signal</e1> that is carried in a <e2>beam</e2> of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber. [SEP] signal: any nonverbal action or gesture that encodes a message [KG: http://www.wikidata.org/prop/direct/P1889: signal; http://www.wikidata.org/prop/direct/P1889: signal] [SEP] beam: a signal transmitted along a narrow path; guides airplane pilots in darkness or bad weather [KG: http://www.wikidata.org/prop/direct/P1687: beam; http://www.wikidata.org/prop/direct/P1629: beam; http://www.wikidata.org/prop/direct/P527: beam]",18
A knitting needle or <e1>knitting pin</e1> is a long stick or rod used as a tool in the <e2>manufacture</e2> of hand knitted fabric.,18,A knitting needle or <e1>knitting pin</e1> is a long stick or rod used as a tool in the <e2>manufacture</e2> of hand knitted fabric. [SEP] knitting pin: N/A [KG: No data] [SEP] manufacture: the organized action of making of goods and services for sale [KG: No data],18
<e1>Driving</e1> with sleep <e2>deprivation</e2> has similar effects as driving under the influence.,18,<e1>Driving</e1> with sleep <e2>deprivation</e2> has similar effects as driving under the influence. [SEP] Driving: hitting a golf ball off of a tee with a driver [KG: No data] [SEP] deprivation: a state of extreme poverty [KG: No data],18
We planetary citizens have a unique capacity for <e1>ecstasy</e1> from <e2>repetition</e2> - especially when it comes from drumming.,1,We planetary citizens have a unique capacity for <e1>ecstasy</e1> from <e2>repetition</e2> - especially when it comes from drumming. [SEP] ecstasy: a state of being carried away by overwhelming emotion; - Charles Dickens [KG: No data] [SEP] repetition: an event that repeats [KG: http://www.wikidata.org/prop/direct/P279: repetition],1
The <e1>tailor</e1> left his <e2>scissors</e2> on a wall below his balcony.,11,The <e1>tailor</e1> left his <e2>scissors</e2> on a wall below his balcony. [SEP] tailor: a person whose occupation is making and altering garments [KG: http://www.wikidata.org/prop/direct/P6875: tailor] [SEP] scissors: an edge tool having two crossed pivoting blades [KG: http://www.wikidata.org/prop/direct/P138: scissors; http://www.wikidata.org/prop/direct/P180: scissors],11
As many as 18 products in your home come from this <e1>guy</e1>'s <e2>company</e2>.,18,As many as 18 products in your home come from this <e1>guy</e1>'s <e2>company</e2>. [SEP] guy: an informal term for a youth or man [KG: No data] [SEP] company: an institution created to conduct business [KG: http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company; http://www.wikidata.org/prop/direct/P8030: company; http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company],18
"Some <e1>pathologists</e1> do this with a <e2>scalpel</e2>, while others use scissors.",11,"Some <e1>pathologists</e1> do this with a <e2>scalpel</e2>, while others use scissors. [SEP] pathologists: a doctor who specializes in medical diagnosis [KG: No data] [SEP] scalpel: a thin straight surgical knife used in dissection and surgery [KG: No data]",11
"The authors take us on an extraordinary journey, from the depths of the ocean to the <e1>net</e1> of a <e2>fisherman</e2>.",10,"The authors take us on an extraordinary journey, from the depths of the ocean to the <e1>net</e1> of a <e2>fisherman</e2>. [SEP] net: a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange [KG: http://www.wikidata.org/prop/direct/P279: net; http://www.wikidata.org/prop/direct/P279: net] [SEP] fisherman: someone whose occupation is catching fish [KG: No data]",10
The <e1>scintillator material</e1> produces <e2>visible light</e2> when transversed by the particle's radiated energy.,0,The <e1>scintillator material</e1> produces <e2>visible light</e2> when transversed by the particle's radiated energy. [SEP] scintillator material: N/A [KG: No data] [SEP] visible light: N/A [KG: No data],0
The <e1>supplier</e1>'s <e2>invoice</e2> is payable within 30 days.,17,The <e1>supplier</e1>'s <e2>invoice</e2> is payable within 30 days. [SEP] supplier: someone whose business is to supply a particular service or commodity [KG: No data] [SEP] invoice: an itemized statement of money owed for goods shipped or services rendered [KG: No data],17
"The contents of the <e1>boxes</e1> included <e2>phone cards</e2>, disposable cameras and razors, travel-size toiletries, snack food, and lots of candy.",5,"The contents of the <e1>boxes</e1> included <e2>phone cards</e2>, disposable cameras and razors, travel-size toiletries, snack food, and lots of candy. [SEP] boxes: a (usually rectangular) container; may have a lid [KG: No data] [SEP] phone cards: N/A [KG: No data]",5
The <e1>photoheliograph</e1> produced the glass-plate <e2>photographs</e2> on display in this exhibition gallery.,17,The <e1>photoheliograph</e1> produced the glass-plate <e2>photographs</e2> on display in this exhibition gallery. [SEP] photoheliograph: N/A [KG: No data] [SEP] photographs: a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material [KG: No data],17
The acoustic test is where we put the <e1>spacecraft</e1> in a <e2>sound chamber</e2> and blast it with over 140 decibels of noise for at least a full minute to simulate what it is going to experience during the launch.,18,"The acoustic test is where we put the <e1>spacecraft</e1> in a <e2>sound chamber</e2> and blast it with over 140 decibels of noise for at least a full minute to simulate what it is going to experience during the launch. [SEP] spacecraft: a craft capable of traveling in outer space; technically, a satellite around the sun [KG: No data] [SEP] sound chamber: N/A [KG: No data]",18
The <e1>evacuation</e1> after the Chernobyl <e2>accident</e2> was poorly planned and chaotic.,1,The <e1>evacuation</e1> after the Chernobyl <e2>accident</e2> was poorly planned and chaotic. [SEP] evacuation: the act of removing the contents of something [KG: No data] [SEP] accident: an unfortunate mishap; especially one causing damage or injury [KG: http://www.wikidata.org/prop/direct/P1889: accident; http://www.wikidata.org/prop/direct/P1889: accident],1
The contents of the <e1>box</e1> were a <e2>present</e2> and the box itself was as a present.,5,The contents of the <e1>box</e1> were a <e2>present</e2> and the box itself was as a present. [SEP] box: a (usually rectangular) container; may have a lid [KG: http://www.wikidata.org/prop/direct/P1889: box; http://www.wikidata.org/prop/direct/P1889: box; http://www.wikidata.org/prop/direct/P31: box] [SEP] present: the period of time that is happening now; any continuous stretch of time including the moment of speech [KG: No data],5
"Commodities that sell and bear rents are also products, including the coils that help distill whiskey, the tatters of the beggar, the retorts of the adulterating druggist, the <e1>jimmy</e1> of the <e2>burglar</e2> and the brig of the pirate.",10,"Commodities that sell and bear rents are also products, including the coils that help distill whiskey, the tatters of the beggar, the retorts of the adulterating druggist, the <e1>jimmy</e1> of the <e2>burglar</e2> and the brig of the pirate. [SEP] jimmy: a short crowbar [KG: No data] [SEP] burglar: a thief who enters a building with intent to steal [KG: No data]",10
"The typical flu <e1>infection</e1> starts with <e2>fever</e2>, muscular pains, headache and general fatigue.",18,"The typical flu <e1>infection</e1> starts with <e2>fever</e2>, muscular pains, headache and general fatigue. [SEP] infection: the pathological state resulting from the invasion of the body by pathogenic microorganisms [KG: No data] [SEP] fever: a rise in the temperature of the body; frequently a symptom of infection [KG: No data]",18
The goal of the study was to determine the percentage of adult Americans who keep <e1>money</e1> in a regular <e2>savings account</e2>.,4,The goal of the study was to determine the percentage of adult Americans who keep <e1>money</e1> in a regular <e2>savings account</e2>. [SEP] money: the most common medium of exchange; functions as legal tender [KG: No data] [SEP] savings account: N/A [KG: No data],4
The <e1>signal</e1> is received from a known <e2>direction</e2>.,8,The <e1>signal</e1> is received from a known <e2>direction</e2>. [SEP] signal: any nonverbal action or gesture that encodes a message [KG: http://www.wikidata.org/prop/direct/P1889: signal; http://www.wikidata.org/prop/direct/P1889: signal] [SEP] direction: a line leading to a place or point [KG: No data],8
Our water froze and <e1>batteries</e1> kept in <e2>pockets</e2> got cold.,4,Our water froze and <e1>batteries</e1> kept in <e2>pockets</e2> got cold. [SEP] batteries: group of guns or missile launchers operated together at one place [KG: No data] [SEP] pockets: a small pouch inside a garment for carrying small articles [KG: No data],4
I had told this <e1>headhunter</e1>'s <e2>company</e2> repeatedly that I was only interested in working in the Philadelphia area.,18,I had told this <e1>headhunter</e1>'s <e2>company</e2> repeatedly that I was only interested in working in the Philadelphia area. [SEP] headhunter: a recruiter of personnel (especially for corporations) [KG: No data] [SEP] company: an institution created to conduct business [KG: http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company; http://www.wikidata.org/prop/direct/P8030: company; http://www.wikidata.org/prop/direct/P1889: company; http://www.wikidata.org/prop/direct/P279: company],18
A single <e1>blow</e1> made with the <e2>chisel</e2> angled incorrectly cracks a block or break a delicate protrusion.,18,A single <e1>blow</e1> made with the <e2>chisel</e2> angled incorrectly cracks a block or break a delicate protrusion. [SEP] blow: a powerful stroke with the fist or a weapon [KG: No data] [SEP] chisel: an edge tool with a flat steel blade with a cutting edge [KG: No data],18
The <e1>corbel</e1> was carved with a contorted <e2>face</e2>.,3,The <e1>corbel</e1> was carved with a contorted <e2>face</e2>. [SEP] corbel: (architecture) a triangular bracket of brick or stone (usually of slight extent) [KG: No data] [SEP] face: the front of the human head from the forehead to the chin and ear to ear [KG: No data],3
The steering <e1>committee</e1> developed the <e2>protocol</e2> and consent forms with the participating sites and guided the implementation of the trial.,17,The steering <e1>committee</e1> developed the <e2>protocol</e2> and consent forms with the participating sites and guided the implementation of the trial. [SEP] committee: a special group delegated to consider some matter;  - Milton Berle [KG: No data] [SEP] protocol: (computer science) rules determining the format and transmission of data [KG: No data],17
Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the <e1>stove</e1>'s <e2>manufacturer</e2>.,16,Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the <e1>stove</e1>'s <e2>manufacturer</e2>. [SEP] stove: a kitchen appliance used for cooking food [KG: No data] [SEP] manufacturer: a business engaged in manufacturing some product [KG: http://www.wikidata.org/prop/direct/P1629: manufacturer; http://www.wikidata.org/prop/direct/P1687: manufacturer],16
"To that end the <e1>faculty</e1> collaboratively designed the credential, certificate, and degree <e2>programs</e2> to provide you with a sequence of coursework and field experiences that prepares you to not only act like teachers, counselors and administrators, but to think like them as well.",17,"To that end the <e1>faculty</e1> collaboratively designed the credential, certificate, and degree <e2>programs</e2> to provide you with a sequence of coursework and field experiences that prepares you to not only act like teachers, counselors and administrators, but to think like them as well. [SEP] faculty: one of the inherent cognitive or perceptual powers of the mind [KG: No data] [SEP] programs: a series of steps to be carried out or goals to be accomplished [KG: No data]",17
Yet 14 <e1>members</e1> in the Lebanese parliament are from the Hezbollah <e2>party</e2>.,12,Yet 14 <e1>members</e1> in the Lebanese parliament are from the Hezbollah <e2>party</e2>. [SEP] members: one of the persons who compose a social group (especially individuals who have joined and participate in a group organization) [KG: No data] [SEP] party: an organization to gain political power [KG: http://www.wikidata.org/prop/direct/P1889: party; http://www.wikidata.org/prop/direct/P1889: party; http://www.wikidata.org/prop/direct/P279: party],12
The flavour and colour depend on the plants from which the <e1>bees</e1> manufactured the <e2>nectar</e2>.,17,The flavour and colour depend on the plants from which the <e1>bees</e1> manufactured the <e2>nectar</e2>. [SEP] bees: any of numerous hairy-bodied insects including social and solitary species [KG: No data] [SEP] nectar: a sweet liquid secretion that is attractive to pollinators [KG: No data],17
<e1>Insulin</e1> is a hormone naturally produced by the <e2>pancreas</e2>.,16,<e1>Insulin</e1> is a hormone naturally produced by the <e2>pancreas</e2>. [SEP] Insulin: hormone secreted by the isles of Langerhans in the pancreas; regulates storage of glycogen in the liver and accelerates oxidation of sugar in cells [KG: No data] [SEP] pancreas: a large elongated exocrine gland located behind the stomach; secretes pancreatic juice and insulin [KG: No data],16
"<e1>Canola</e1> <e2>oil</e2> is a versatile, neutral-tasting oil that is very low in saturated fat.",9,"<e1>Canola</e1> <e2>oil</e2> is a versatile, neutral-tasting oil that is very low in saturated fat. [SEP] Canola: vegetable oil made from rapeseed; it is high in monounsaturated fatty acids [KG: No data] [SEP] oil: a slippery or viscous liquid or liquefiable substance not miscible with water [KG: No data]",9
A second aspect of the invention provides apparatuses for indicating the position of an <e1>oar</e1> during <e2>rowing</e2>.,18,A second aspect of the invention provides apparatuses for indicating the position of an <e1>oar</e1> during <e2>rowing</e2>. [SEP] oar: an implement used to propel or steer a boat [KG: http://www.wikidata.org/prop/direct/P1889: oar; http://www.wikidata.org/prop/direct/P1889: oar; http://www.wikidata.org/prop/direct/P279: oar] [SEP] rowing: the act of rowing as a sport [KG: No data],18
Such airships are essentially motorized free balloons and the <e1>engines</e1> are carried in a <e2>car</e2> attached to the lower side or bottom of the bag.,18,Such airships are essentially motorized free balloons and the <e1>engines</e1> are carried in a <e2>car</e2> attached to the lower side or bottom of the bag. [SEP] engines: motor that converts thermal energy to mechanical work [KG: No data] [SEP] car: a motor vehicle with four wheels; usually propelled by an internal combustion engine [KG: No data],18
"Their chemical <e1>activation</e1> by <e2>light</e2> (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.",1,"Their chemical <e1>activation</e1> by <e2>light</e2> (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments. [SEP] activation: stimulation of activity in an organism or chemical [KG: No data] [SEP] light: (physics) electromagnetic radiation that can produce a visual sensation [KG: http://www.wikidata.org/prop/direct/P1889: light; http://www.wikidata.org/prop/direct/P1889: light]",1
"The best <e1>vodka</e1> is distilled from <e2>rye</e2> and barley malt, but the cheaper corn and potatoes are commonly employed.",8,"The best <e1>vodka</e1> is distilled from <e2>rye</e2> and barley malt, but the cheaper corn and potatoes are commonly employed. [SEP] vodka: unaged colorless liquor originating in Russia [KG: No data] [SEP] rye: the seed of the cereal grass [KG: No data]",8
"We put frozen prawns in the <e1>popcorn</e1> <e2>maker</e2>, and we obtained prawn crackers.",16,"We put frozen prawns in the <e1>popcorn</e1> <e2>maker</e2>, and we obtained prawn crackers. [SEP] popcorn: corn having small ears and kernels that burst when exposed to dry heat [KG: No data] [SEP] maker: a person who makes things [KG: No data]",16
The woman left the room and walked down the hall and saw the <e1>novelist</e1> hunched before his <e2>computer</e2>.,11,The woman left the room and walked down the hall and saw the <e1>novelist</e1> hunched before his <e2>computer</e2>. [SEP] novelist: one who writes novels [KG: No data] [SEP] computer: a machine for performing calculations automatically [KG: No data],11
The Piedmont area of Italy is wine country and is noted for the merits of the <e1>wine</e1> produced by its <e2>vintners</e2>.,16,The Piedmont area of Italy is wine country and is noted for the merits of the <e1>wine</e1> produced by its <e2>vintners</e2>. [SEP] wine: fermented juice (of grapes especially) [KG: http://www.wikidata.org/prop/direct/P138: wine] [SEP] vintners: someone who sells wine [KG: No data],16
"The moisturizers' primary function is to keep skin moist, minimize <e1>wrinkles</e1> from <e2>dryness</e2>, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin.",1,"The moisturizers' primary function is to keep skin moist, minimize <e1>wrinkles</e1> from <e2>dryness</e2>, smoothe and soften skin, and to deliver other ingredients, like sunscreen, that benefit the skin. [SEP] wrinkles: a slight depression in the smoothness of a surface [KG: No data] [SEP] dryness: the condition of not containing or being covered by a liquid (especially water) [KG: http://www.wikidata.org/prop/direct/P1889: dryness; http://www.wikidata.org/prop/direct/P1889: dryness]",1
<e1>Biodiesel</e1> is derived from vegetable <e2>oils</e2>.,8,<e1>Biodiesel</e1> is derived from vegetable <e2>oils</e2>. [SEP] Biodiesel: N/A [KG: No data] [SEP] oils: a slippery or viscous liquid or liquefiable substance not miscible with water [KG: No data],8
I find it hard to bend and reach and use the <e1>cupboards</e1> in my <e2>kitchen</e2>.,2,I find it hard to bend and reach and use the <e1>cupboards</e1> in my <e2>kitchen</e2>. [SEP] cupboards: a small room (or recess) or cabinet used for storage space [KG: No data] [SEP] kitchen: a room equipped for preparing meals [KG: http://www.wikidata.org/prop/direct/P366: kitchen; http://www.wikidata.org/prop/direct/P279: kitchen],2
The <e1>box</e1> contained an entire <e2>legacy</e2> of her life and the lives of those she had known and loved.,5,The <e1>box</e1> contained an entire <e2>legacy</e2> of her life and the lives of those she had known and loved. [SEP] box: a (usually rectangular) container; may have a lid [KG: http://www.wikidata.org/prop/direct/P1889: box; http://www.wikidata.org/prop/direct/P1889: box; http://www.wikidata.org/prop/direct/P31: box] [SEP] legacy: (law) a gift of personal property by will [KG: No data],5
The <e1>ancients</e1> cultivated the <e2>species</e2> Heracleum Sphondylium which is the parsnip a similar plant to carrots.,18,The <e1>ancients</e1> cultivated the <e2>species</e2> Heracleum Sphondylium which is the parsnip a similar plant to carrots. [SEP] ancients: people who lived in times long past (especially during the historical period before the fall of the Roman Empire in western Europe) [KG: No data] [SEP] species: (biology) taxonomic group whose members can interbreed [KG: No data],18
This lamp causes serious skin burn and eye <e1>inflammation</e1> from shortwave ultraviolet <e2>radiation</e2> when outer envelope of the lamp is broken or punctured.,1,This lamp causes serious skin burn and eye <e1>inflammation</e1> from shortwave ultraviolet <e2>radiation</e2> when outer envelope of the lamp is broken or punctured. [SEP] inflammation: a response of body tissues to injury or irritation; characterized by pain and swelling and redness and heat [KG: No data] [SEP] radiation: energy that is radiated or transmitted in the form of rays or waves or particles [KG: No data],1
"In contrast, clay-textured soils are more difficult to prepare a <e1>canola</e1> <e2>seedbed</e2> because the clods can be too large when worked wet, and they tend to crust once worked to a fine seedbed.",18,"In contrast, clay-textured soils are more difficult to prepare a <e1>canola</e1> <e2>seedbed</e2> because the clods can be too large when worked wet, and they tend to crust once worked to a fine seedbed. [SEP] canola: vegetable oil made from rapeseed; it is high in monounsaturated fatty acids [KG: No data] [SEP] seedbed: a bed where seedlings are grown before transplanting [KG: No data]",18
We recommend rinsing your <e1>grater</e1> in warm <e2>water</e2> immediately after each use.,18,We recommend rinsing your <e1>grater</e1> in warm <e2>water</e2> immediately after each use. [SEP] grater: utensil with sharp perforations for shredding foods (as vegetables or cheese) [KG: No data] [SEP] water: binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent [KG: http://www.wikidata.org/prop/direct/P460: water; http://www.wikidata.org/prop/direct/P1889: water; http://www.wikidata.org/prop/direct/P1889: water; http://www.wikidata.org/prop/direct/P1889: water; http://www.wikidata.org/prop/direct/P460: water],18
"Virtually all hillside farmers grow maize during both seasons, and many of the <e1>farmers</e1> cultivate <e2>beans</e2>, rice, and other crops as well.",17,"Virtually all hillside farmers grow maize during both seasons, and many of the <e1>farmers</e1> cultivate <e2>beans</e2>, rice, and other crops as well. [SEP] farmers: a person who operates a farm [KG: No data] [SEP] beans: any of various edible seeds of plants of the family Leguminosae used for food [KG: No data]",17
The cabin <e1>passengers</e1> composed the <e2>elite</e2>.,12,The cabin <e1>passengers</e1> composed the <e2>elite</e2>. [SEP] passengers: a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it [KG: No data] [SEP] elite: a group or class of persons enjoying superior intellectual or social or economic status [KG: No data],12
"Genuine <e1>joy</e1> comes from profound spiritual <e2>awareness</e2> on life and an absolute clarity of direction, living for a purpose.",1,"Genuine <e1>joy</e1> comes from profound spiritual <e2>awareness</e2> on life and an absolute clarity of direction, living for a purpose. [SEP] joy: the emotion of great happiness [KG: No data] [SEP] awareness: having knowledge of [KG: No data]",1
"We repositioned ourselves and our events, thus attracting <e1>scientists</e1> from complementary <e2>disciplines</e2>.",8,"We repositioned ourselves and our events, thus attracting <e1>scientists</e1> from complementary <e2>disciplines</e2>. [SEP] scientists: a person with advanced knowledge of one or more sciences [KG: No data] [SEP] disciplines: a branch of knowledge [KG: No data]",8
The <e1>detainee</e1> is kept in the <e2>cell</e2> 23.5 hours a day.,18,The <e1>detainee</e1> is kept in the <e2>cell</e2> 23.5 hours a day. [SEP] detainee: some held in custody [KG: No data] [SEP] cell: any small compartment [KG: http://www.wikidata.org/prop/direct/P2959: cell],18
They are taking the <e1>brains</e1> from <e2>babies</e2>.,2,They are taking the <e1>brains</e1> from <e2>babies</e2>. [SEP] brains: that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord [KG: No data] [SEP] babies: a very young child (birth to 1 year) who has not yet begun to walk or talk [KG: No data],2
"Seller adds taxes as a separate line item on the <e1>seller</e1>'s <e2>invoice</e2>, when applicable.",17,"Seller adds taxes as a separate line item on the <e1>seller</e1>'s <e2>invoice</e2>, when applicable. [SEP] seller: someone who promotes or exchanges goods or services for money [KG: No data] [SEP] invoice: an itemized statement of money owed for goods shipped or services rendered [KG: No data]",17
Research shows that 30% to 40% of law students experience <e1>depression</e1> after their first <e2>semester</e2> and this depression persists throughout law school.,18,Research shows that 30% to 40% of law students experience <e1>depression</e1> after their first <e2>semester</e2> and this depression persists throughout law school. [SEP] depression: a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity [KG: No data] [SEP] semester: one of two divisions of an academic year [KG: No data],18
"The <e1>broadsword</e1> was used in some <e2>units</e2>, particularly Scottish regiments.",10,"The <e1>broadsword</e1> was used in some <e2>units</e2>, particularly Scottish regiments. [SEP] broadsword: a sword with a broad blade and (usually) two cutting edges; used to cut rather than stab [KG: No data] [SEP] units: any division of quantity accepted as a standard of measurement or exchange [KG: No data]",10
"Each year over 2300 <e1>scientists</e1> from <e2>universities</e2>, industries and government labs perform research at the NSLS.",8,"Each year over 2300 <e1>scientists</e1> from <e2>universities</e2>, industries and government labs perform research at the NSLS. [SEP] scientists: a person with advanced knowledge of one or more sciences [KG: No data] [SEP] universities: the body of faculty and students at a university [KG: No data]",8
